Country,Sex,Age,Date,CumEpi,CumExc,CumPos,Exposure
Chile,f,0,2020-03-01,0,-2.433180941968894,0,11033.014608345064
Chile,f,0,2020-03-08,0,2.185830713320289,4.619011655289183,22062.244307517714
Chile,f,0,2020-03-15,0,1.8568188529728449,4.619011655289183,33087.68772774306
Chile,f,0,2020-03-22,0,-1.420431807482748,4.619011655289183,44109.343549787
Chile,f,0,2020-03-29,0,-2.6461357268133074,4.619011655289183,55127.21050495625
Chile,f,0,2020-04-05,0,-2.820506540793371,4.619011655289183,66141.2873750983
Chile,f,0,2020-04-12,0,-4.943757064911644,4.619011655289183,77151.57299260142
Chile,f,0,2020-04-19,0,-2.016099297071346,7.546669423129481,88158.06624039472
Chile,f,0,2020-04-26,0,0.9622555797155403,10.525024299916367,99160.76605194807
Chile,f,0,2020-05-03,0,-1.0089028053599396,10.525024299916367,110159.67141127212
Chile,f,0,2020-05-10,0,2.0702159864141603,13.604143091690467,121154.78135291836
Chile,f,0,2020-05-17,0,-0.8005967994053762,13.604143091690467,132146.09496197905
Chile,f,0,2020-05-24,0,-1.6215491130867719,13.604143091690467,143133.61137408722
Chile,f,0,2020-05-31,0,2.6071518966127822,17.832844101390023,154117.32977541673
Chile,f,0,2020-06-07,0,1.8852998797894482,17.832844101390023,165097.24940268224
Chile,f,0,2020-06-14,0,0.2126892827411755,17.832844101390023,176073.36954313915
Chile,f,0,2020-06-21,0,4.589115345322064,22.20927016397091,187045.6895345837
